Date,RBC
7/8/2019,80.36
7/9/2019,80.39
7/10/2019,80.39
7/11/2019,80.38
7/12/2019,80.04
7/15/2019,79.89
7/16/2019,79.88
7/17/2019,79.89
7/18/2019,80.25
7/19/2019,80.32
7/22/2019,79.9
7/23/2019,80.27
7/24/2019,79.86
7/25/2019,79.4
7/26/2019,79.55
7/29/2019,79.62
7/30/2019,79.24
7/31/2019,78.91
8/1/2019,77.77
8/2/2019,77.31
8/5/2019,75.96
8/6/2019,76.06
8/7/2019,76.17
8/8/2019,76.97
8/9/2019,76.5
8/12/2019,75.48
8/13/2019,76.13
8/14/2019,74.16
8/15/2019,74.13
8/16/2019,75.13
8/19/2019,75.34
8/20/2019,74.45
8/21/2019,75.05
8/22/2019,74.69
8/23/2019,73.46
8/26/2019,73.87
8/27/2019,73.6
8/28/2019,73.9
8/29/2019,74.8
8/30/2019,74.76
9/3/2019,74.55
9/4/2019,75.14
9/5/2019,76.06
9/6/2019,76.55
9/9/2019,76.9
9/10/2019,77.84
9/11/2019,78.25
9/12/2019,78.79
9/13/2019,79.33
9/16/2019,79.5
9/17/2019,79.95
9/18/2019,80.02
9/19/2019,80.58
9/20/2019,81.31
9/23/2019,80.98
9/24/2019,80.64
9/25/2019,81.01
9/26/2019,80.9
9/27/2019,81.08
9/30/2019,81.16
10/1/2019,80.65
10/2/2019,78.99
10/3/2019,78.82
10/4/2019,79.5
10/7/2019,79.3
10/8/2019,78.42
10/9/2019,79.14
10/10/2019,79.56
10/11/2019,80.56
10/14/2019,80.6
10/15/2019,81.03
10/16/2019,80.95
10/17/2019,81.1
10/18/2019,81.48
10/21/2019,82.27
10/22/2019,81.93
10/23/2019,81.36
10/24/2019,80.96
10/25/2019,81.22
10/28/2019,81.17
10/29/2019,80.91
10/30/2019,80.95
10/31/2019,80.66
11/1/2019,81.15
11/4/2019,81.82
11/5/2019,82.03
11/6/2019,82
11/7/2019,82
11/8/2019,82.02
11/11/2019,81.83
11/12/2019,81.8
11/13/2019,81.71
11/14/2019,81.77
11/15/2019,82.26
11/18/2019,82.35
11/19/2019,82
11/20/2019,81.81
11/21/2019,82.19
11/22/2019,82.2
11/25/2019,82.22
11/26/2019,81.84
11/27/2019,81.93
11/29/2019,81.75
12/2/2019,81.26
12/3/2019,80.7
12/4/2019,79.52
12/5/2019,79.46
12/6/2019,79.2
12/9/2019,78.95
12/10/2019,78.5
12/11/2019,78.68
12/12/2019,78.81
12/13/2019,79.42
12/16/2019,79.65
12/17/2019,79.57
12/18/2019,79.22
12/19/2019,79.15
12/20/2019,79.25
12/23/2019,78.71
12/24/2019,78.6
12/26/2019,78.66
12/27/2019,79.07
12/30/2019,78.99
12/31/2019,79.2
1/2/2020,79.7
1/3/2020,79.42
1/6/2020,79.59
1/7/2020,79.37
1/8/2020,79.85
1/9/2020,79.84
1/10/2020,79.85
1/13/2020,80.23
1/14/2020,80.46
1/15/2020,80.71
1/16/2020,81.43
1/17/2020,81.52
1/21/2020,81.67
1/22/2020,81.27
1/23/2020,81.73
1/24/2020,80.48
1/27/2020,79.89
1/28/2020,80.34
1/29/2020,80.11
1/30/2020,80.1
1/31/2020,78.96
2/3/2020,78.78
2/4/2020,80.13
2/5/2020,80.47
2/6/2020,80.92
2/7/2020,80.65
2/10/2020,80.66
2/11/2020,81.14
2/12/2020,81.53
2/13/2020,81.61
2/14/2020,81.71
2/18/2020,81.4
2/19/2020,81.52
2/20/2020,81.4
2/21/2020,82.62
2/24/2020,81.41
2/25/2020,79.79
2/26/2020,78.09
2/27/2020,75.99
2/28/2020,74.47
3/2/2020,76.74
3/3/2020,75.2
3/4/2020,75.61
3/5/2020,74.31
3/6/2020,72.69
3/9/2020,65.41
3/10/2020,67.28
3/11/2020,63.91
3/12/2020,57.18
3/13/2020,64.72
3/16/2020,59.89
3/17/2020,62.43
3/18/2020,55.93
3/19/2020,56.63
3/20/2020,54.51
3/23/2020,49.61
3/24/2020,56.36
3/25/2020,59.68
3/26/2020,61.46
3/27/2020,58.98
3/30/2020,59.84
3/31/2020,61.55
4/1/2020,58.5
4/2/2020,58.99
4/3/2020,57.97
4/6/2020,60.78
4/7/2020,61.25
4/8/2020,62.4
4/9/2020,63.11
4/13/2020,62.14
4/14/2020,62.64
4/15/2020,60.56
4/16/2020,58.97
4/17/2020,62.33
4/20/2020,61.36
4/21/2020,59.12
4/22/2020,58.43
4/23/2020,58.42
4/24/2020,58.88
4/27/2020,60.48
4/28/2020,61.5
4/29/2020,63.65
4/30/2020,61.59
5/1/2020,60.05
5/4/2020,60.33
5/5/2020,60.23
5/6/2020,59.79
5/7/2020,60.17
5/8/2020,61.33
5/11/2020,61.72
5/12/2020,60.34
5/13/2020,58.52
5/14/2020,59.53
5/15/2020,58.74
5/18/2020,61.64
5/19/2020,60.03
5/20/2020,61.87
5/21/2020,59.98
5/22/2020,58.87
5/26/2020,63.78
5/27/2020,66.97
5/28/2020,66.25
5/29/2020,64.85
6/1/2020,67.34
6/2/2020,69.33
6/3/2020,69.94
6/4/2020,70.44
6/5/2020,71.92
6/8/2020,71.89
6/9/2020,70.65
6/10/2020,69.74
6/11/2020,65.99
6/12/2020,67.3
6/15/2020,67.37
6/16/2020,68.48
6/17/2020,67.98
