Date,TSLA
7/9/2019,230.06
7/10/2019,238.92
7/11/2019,238.6
7/12/2019,245.08
7/15/2019,253.5
7/16/2019,252.38
7/17/2019,254.86
7/18/2019,253.54
7/19/2019,258.18
7/22/2019,255.68
7/23/2019,260.17
7/24/2019,264.88
7/25/2019,228.82
7/26/2019,228.04
7/29/2019,235.77
7/30/2019,242.26
7/31/2019,241.61
8/1/2019,233.85
8/2/2019,234.34
8/5/2019,228.32
8/6/2019,230.75
8/7/2019,233.42
8/8/2019,238.3
8/9/2019,235.01
8/12/2019,229.01
8/13/2019,235
8/14/2019,219.62
8/15/2019,215.64
8/16/2019,219.94
8/19/2019,226.83
8/20/2019,225.86
8/21/2019,220.83
8/22/2019,222.15
8/23/2019,211.4
8/26/2019,215
8/27/2019,214.08
8/28/2019,215.59
8/29/2019,221.71
8/30/2019,225.61
9/3/2019,225.01
9/4/2019,220.68
9/5/2019,229.58
9/6/2019,227.45
9/9/2019,231.79
9/10/2019,235.54
9/11/2019,247.1
9/12/2019,245.87
9/13/2019,245.2
9/16/2019,242.81
9/17/2019,244.79
9/18/2019,243.49
9/19/2019,246.6
9/20/2019,240.62
9/23/2019,241.23
9/24/2019,223.21
9/25/2019,228.7
9/26/2019,242.56
9/27/2019,242.13
9/30/2019,240.87
10/1/2019,244.69
10/2/2019,243.13
10/3/2019,233.03
10/4/2019,231.43
10/7/2019,237.72
10/8/2019,240.05
10/9/2019,244.53
10/10/2019,244.74
10/11/2019,247.89
10/14/2019,256.96
10/15/2019,257.89
10/16/2019,259.75
10/17/2019,261.97
10/18/2019,256.95
10/21/2019,253.5
10/22/2019,255.58
10/23/2019,254.68
10/24/2019,299.68
10/25/2019,328.13
10/28/2019,327.71
10/29/2019,316.22
10/30/2019,315.01
10/31/2019,314.92
11/1/2019,313.31
11/4/2019,317.47
11/5/2019,317.22
11/6/2019,326.58
11/7/2019,335.54
11/8/2019,337.14
11/11/2019,345.09
11/12/2019,349.93
11/13/2019,346.11
11/14/2019,349.35
11/15/2019,352.17
11/18/2019,349.99
11/19/2019,359.52
11/20/2019,352.22
11/21/2019,354.83
11/22/2019,333.04
11/25/2019,336.34
11/26/2019,328.92
11/27/2019,331.29
11/29/2019,329.94
12/2/2019,334.87
12/3/2019,336.2
12/4/2019,333.03
12/5/2019,330.37
12/6/2019,335.89
12/9/2019,339.53
12/10/2019,348.84
12/11/2019,352.7
12/12/2019,359.68
12/13/2019,358.39
12/16/2019,381.5
12/17/2019,378.99
12/18/2019,393.15
12/19/2019,404.04
12/20/2019,405.59
12/23/2019,419.22
12/24/2019,425.25
12/26/2019,430.94
12/27/2019,430.38
12/30/2019,414.7
12/31/2019,418.33
1/2/2020,430.26
1/3/2020,443.01
1/6/2020,451.54
1/7/2020,469.06
1/8/2020,492.14
1/9/2020,481.34
1/10/2020,478.15
1/13/2020,524.86
1/14/2020,537.92
1/15/2020,518.5
1/16/2020,513.49
1/17/2020,510.5
1/21/2020,547.2
1/22/2020,569.56
1/23/2020,572.2
1/24/2020,564.82
1/27/2020,558.02
1/28/2020,566.9
1/29/2020,580.99
1/30/2020,640.81
1/31/2020,650.57
2/3/2020,780
2/4/2020,887.06
2/5/2020,734.7
2/6/2020,748.96
2/7/2020,748.07
2/10/2020,771.28
2/11/2020,774.38
2/12/2020,767.29
2/13/2020,804
2/14/2020,800.03
2/18/2020,858.4
2/19/2020,917.42
2/20/2020,899.41
2/21/2020,901
2/24/2020,833.79
2/25/2020,799.91
2/26/2020,778.8
2/27/2020,679
2/28/2020,667.99
3/2/2020,743.62
3/3/2020,745.51
3/4/2020,749.5
3/5/2020,724.54
3/6/2020,703.48
3/9/2020,608
3/10/2020,645.33
3/11/2020,634.23
3/12/2020,560.55
3/13/2020,546.62
3/16/2020,445.07
3/17/2020,430.2
3/18/2020,361.22
3/19/2020,427.64
3/20/2020,427.53
3/23/2020,434.29
3/24/2020,505
3/25/2020,539.25
3/26/2020,528.16
3/27/2020,514.36
3/30/2020,502.13
3/31/2020,524
4/1/2020,481.56
4/2/2020,454.47
4/3/2020,480.01
4/6/2020,516.24
4/7/2020,545.45
4/8/2020,548.84
4/9/2020,573
4/13/2020,650.95
4/14/2020,709.89
4/15/2020,729.83
4/16/2020,745.21
4/17/2020,753.89
4/20/2020,746.36
4/21/2020,686.72
4/22/2020,732.11
4/23/2020,705.63
4/24/2020,725.15
4/27/2020,798.75
4/28/2020,769.12
4/29/2020,800.51
4/30/2020,781.88
5/1/2020,701.32
5/4/2020,761.19
5/5/2020,768.21
5/6/2020,782.58
5/7/2020,780.04
5/8/2020,819.42
5/11/2020,811.29
5/12/2020,809.41
5/13/2020,790.96
5/14/2020,803.33
5/15/2020,799.17
5/18/2020,813.63
5/19/2020,808.01
5/20/2020,815.56
5/21/2020,827.6
5/22/2020,816.88
5/26/2020,818.87
5/27/2020,820.23
5/28/2020,805.81
5/29/2020,835
6/1/2020,898.1
6/2/2020,881.56
6/3/2020,882.96
6/4/2020,864.38
6/5/2020,885.66
6/8/2020,949.92
6/9/2020,940.67
6/10/2020,1025.05
6/11/2020,972.84
6/12/2020,935.28
6/15/2020,990.9
6/16/2020,982.13
6/17/2020,991.79
